"","SampleName","Reef","Site","Habitat","Pale","Group","Well","Temperature","T1_Fm","T2_PAR1","T2_PAR2","T2_PAR3","T2_PAR4","T2_PAR5","T2_PAR6","T2_PAR7","T2_PAR8","T2_PAR9","T2_PAR10","T2_PAR11","T2_PAR12","T2_PAR13","T2_PAR14","T2_PAR15","T2_ETR1","T2_ETR2","T2_ETR3","T2_ETR4","T2_ETR5","T2_ETR6","T2_ETR7","T2_ETR8","T2_ETR9","T2_ETR10","T2_ETR11","T2_ETR12","T2_ETR13","T2_ETR14","T2_ETR15","T2_QY_Lss1","T2_QY_Lss2","T2_QY_Lss3","T2_QY_Lss4","T2_QY_Lss5","T2_QY_Lss6","T2_QY_Lss7","T2_QY_Lss8","T2_QY_Lss9","T2_QY_Lss10","T2_QY_Lss11","T2_QY_Lss12","T2_QY_Lss13","T2_QY_Lss14","T2_QY_Lss15","T2_NPQ_Lss1","T2_NPQ_Lss2","T2_NPQ_Lss3","T2_NPQ_Lss4","T2_NPQ_Lss5","T2_NPQ_Lss6","T2_NPQ_Lss7","T2_NPQ_Lss8","T2_NPQ_Lss9","T2_NPQ_Lss10","T2_NPQ_Lss11","T2_NPQ_Lss12","T2_NPQ_Lss13","T2_NPQ_Lss14","T2_NPQ_Lss15","T3_Fv/Fm_Lss1","T3_Fm","T3_QY_max"
"258","LI F23","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",6,37,5195.42,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.6906,8.7759,6.0648,5.1644,6.043,17.2677,3.9776,11.1826,-3.5801,22.069,11.5465,-42.0436,4.7855,-8.0736,5.268,0.33,0.12,0.05,0.03,0.03,0.07,0.01,0.03,-0.01,0.05,0.02,-0.08,0.01,-0.01,0.01,-0.03,-0.01,0.03,0.05,0.07,0.09,0.14,0.18,0.26,0.36,0.38,0.57,0.49,0.6,0.63,0.11,3021.84,0.11
"259","LI F24","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",1,24.5,7101.57,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.1731,38.7716,59.517,75.6961,86.4667,100.1423,101.1829,107.9194,104.7068,108.6451,98.1084,85.2726,93.2331,93.4695,83.9575,0.6,0.54,0.5,0.45,0.4,0.38,0.32,0.3,0.26,0.24,0.19,0.15,0.15,0.14,0.12,0.02,0.07,0.12,0.2,0.31,0.44,0.62,0.78,0.98,1.25,1.37,1.66,1.69,1.85,1.94,0.6,5991.92,0.61
"260","LI F24","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",2,29.5,8575.24,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.7925,37.461,57.9312,75.4111,86.2508,100.6419,103.7264,113.438,104.9396,99.9945,100.8326,97.4536,100.6507,105.0584,92.4087,0.58,0.52,0.48,0.45,0.4,0.38,0.33,0.31,0.26,0.22,0.2,0.18,0.17,0.16,0.13,0.03,0.08,0.13,0.2,0.31,0.44,0.61,0.78,1,1.32,1.4,1.64,1.69,1.84,1.95,0.6,7168.6,0.61
"261","LI F24","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",3,31.5,11242.33,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.3138,38.8677,59.4875,76.2016,88.736,102.3695,100.3101,106.771,102.052,107.2603,99.3461,83.9368,95.8736,94.259,90.4537,0.61,0.54,0.5,0.45,0.41,0.39,0.32,0.3,0.25,0.23,0.2,0.15,0.16,0.14,0.13,0.02,0.07,0.12,0.22,0.36,0.51,0.72,0.89,1.08,1.34,1.43,1.68,1.66,1.78,1.84,0.61,9197.25,0.61
"262","LI F24","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",4,34.5,6799.09,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.135,27.496,43.8029,60.4417,74.0352,93.1573,91.3164,100.27,97.1666,108.1417,102.1348,76.8132,96.8566,90.1039,88.5822,0.47,0.38,0.36,0.36,0.34,0.35,0.29,0.28,0.24,0.24,0.2,0.14,0.16,0.14,0.13,0.07,0.16,0.21,0.24,0.29,0.36,0.52,0.66,0.83,1.09,1.16,1.45,1.4,1.55,1.6,0.55,5261.47,0.56
"263","LI F24","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",5,35.75,7735.93,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,8.0735,14.7112,14.8648,17.8252,28.3374,39.3852,24.6386,30.8699,21.2847,52.6831,30.7798,-31.0983,11.7467,-4.0751,16.7875,0.34,0.2,0.12,0.11,0.13,0.15,0.08,0.09,0.05,0.12,0.06,-0.06,0.02,-0.01,0.02,0.14,0.36,0.6,0.74,0.82,0.91,1.02,1.06,1.14,1.24,1.23,1.48,1.26,1.33,1.27,0.36,5318.66,0.36
"264","LI F24","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",6,37,7259.89,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.2296,9.347,3.5825,1.6405,15.4719,26.9932,4.4704,10.9632,5.3351,36.7046,15.7449,-43.0095,8.0059,0.4934,11.5047,0.31,0.13,0.03,0.01,0.07,0.1,0.01,0.03,0.01,0.08,0.03,-0.08,0.01,0,0.02,-0.01,0.02,0.09,0.1,0.06,0.07,0.1,0.12,0.15,0.23,0.23,0.4,0.28,0.35,0.36,0.21,5141.65,0.21
"265","LI S16","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",1,24.5,6302.46,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.194,-4.2672,43.6802,89.4366,130.3982,136.5796,158.011,94.5641,173.472,187.2239,-74.8801,-37.4551,73.282,-0.8465,158.9256,0.56,-0.06,0.36,0.53,0.6,0.52,0.5,0.26,0.42,0.41,-0.15,-0.07,0.12,0,0.23,0.12,1.5,0.47,0.3,0.28,0.42,0.56,0.99,1.01,1.25,2.58,2.47,2.08,3,2.36,0.48,6141.83,0.59
"266","LI S16","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",2,29.5,6488.06,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.0122,2.4887,42.7649,89.5337,129.132,134.834,156.1575,96.7543,170.4963,185.9658,-91.0537,-61.4976,80.5137,-24.0544,172.3095,0.55,0.03,0.36,0.53,0.6,0.51,0.5,0.27,0.42,0.41,-0.18,-0.11,0.13,-0.04,0.25,0.16,1.3,0.52,0.35,0.33,0.51,0.66,1.17,1.16,1.46,2.88,2.89,2.33,3.5,2.56,0.5,6286.18,0.6
"267","LI S16","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",3,31.5,6712.39,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.9088,0.7772,42.0817,90.9149,131.5408,142.4702,165.8019,106.9832,188.4801,198.1034,-68.1871,-44.7152,84.4321,-5.5961,177.0873,0.55,0.01,0.35,0.54,0.61,0.54,0.53,0.3,0.46,0.43,-0.13,-0.08,0.14,-0.01,0.25,0.15,1.25,0.44,0.27,0.22,0.36,0.49,0.97,0.91,1.17,2.51,2.54,2.06,3.06,2.28,0.5,6441.7,0.59
"268","LI S16","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",4,34.5,6108.7,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.7747,-29.9378,29.5003,90.3754,135.6476,142.3891,166.1269,105.1974,185.1598,198.5486,-100.8828,-41.8677,87.2471,-2.9775,189.7186,0.5,-0.42,0.25,0.54,0.63,0.54,0.53,0.29,0.45,0.43,-0.2,-0.08,0.14,0,0.27,0.22,2.1,0.63,0.37,0.31,0.49,0.61,1.06,1.01,1.28,2.72,2.53,2.07,3.08,2.21,0.42,5197.03,0.56
"269","LI S16","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",5,35.75,5969.85,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.1742,3.1049,17.922,45.0852,70.6788,78.4112,95.7791,42.2886,104.0317,108.4652,-93.3413,-85.3081,40.0577,-27.2134,83.8757,0.39,0.04,0.15,0.27,0.33,0.3,0.31,0.12,0.25,0.24,-0.18,-0.15,0.07,-0.04,0.12,0.32,0.96,0.82,0.89,0.97,1.04,1.16,1.55,1.4,1.54,2.31,2.18,1.83,2.14,1.88,0.37,4750.88,0.43
"270","LI S16","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",6,37,5184.87,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.2061,-55.3878,-17.4444,32.1763,75.026,67.9479,83.5742,-8.0639,103.5051,120.7204,-272.532,-202.7632,-38.403,-138.578,37.4958,0.26,-0.77,-0.15,0.19,0.35,0.26,0.27,-0.02,0.25,0.26,-0.54,-0.37,-0.06,-0.21,0.05,0.13,1.09,0.32,0.15,0.07,0.11,0.16,0.37,0.27,0.35,1.14,0.98,0.71,1.23,0.91,0.17,3342.1,0.22
"271","LI S17","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",1,24.5,6314.39,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.9621,-1.2552,32.7193,64.6186,101.7735,106.4863,122.6063,67.3615,138.5513,154.1024,-81.6957,-33.7602,56.8158,18.5557,117.592,0.51,-0.02,0.27,0.38,0.47,0.4,0.39,0.19,0.34,0.34,-0.16,-0.06,0.09,0.03,0.17,0.14,0.99,0.38,0.28,0.24,0.32,0.41,0.73,0.7,0.87,1.74,1.67,1.49,2.1,1.77,0.51,6344.96,0.59
"272","LI S17","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",2,29.5,8732.43,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.5752,-3.3943,30.7365,71.6342,108.0614,116.682,135.2556,75.015,152.7801,172.4471,-107.5594,-60.4689,51.9021,-57.1306,126.4169,0.53,-0.05,0.26,0.43,0.5,0.44,0.43,0.21,0.37,0.38,-0.21,-0.11,0.09,-0.09,0.18,0.11,1.05,0.37,0.24,0.22,0.29,0.4,0.69,0.66,0.8,1.83,1.74,1.44,2.13,1.69,0.54,8470.89,0.61
"273","LI S17","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",3,31.5,7634.87,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.3925,-18.4811,26.3008,78.2125,121.2168,129.5912,154.7091,89.4576,176.2339,188.0654,-88.6681,-47.6013,74.273,-8.35,152.9465,0.48,-0.26,0.22,0.46,0.56,0.49,0.49,0.25,0.43,0.41,-0.18,-0.09,0.12,-0.01,0.22,0.17,1.43,0.45,0.24,0.16,0.24,0.31,0.65,0.58,0.77,1.83,1.78,1.48,2.29,1.83,0.49,7318.6,0.6
"274","LI S17","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",4,34.5,7217.61,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.8713,-21.6591,25.8075,78.3967,120.8433,130.0627,152.4333,92.0481,175.0744,187.5069,-84.712,-52.0102,63.7868,-6.5361,138.3042,0.46,-0.3,0.21,0.47,0.56,0.49,0.49,0.25,0.43,0.41,-0.17,-0.09,0.11,-0.01,0.2,0.19,1.45,0.5,0.29,0.21,0.31,0.4,0.77,0.69,0.9,2,1.94,1.61,2.3,1.86,0.48,6329.94,0.58
"275","LI S17","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",5,35.75,6729.55,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.9364,-47.7981,4.8441,58.4403,103.2431,100.6372,126.3918,43.4653,133.8992,150.1398,-204.72,-148.0297,-2.0387,-107.7656,97.1168,0.34,-0.66,0.04,0.35,0.48,0.38,0.4,0.12,0.33,0.33,-0.4,-0.27,0,-0.17,0.14,0.27,1.9,0.77,0.56,0.49,0.62,0.71,1.12,1.04,1.22,2.57,2.33,1.81,2.64,1.88,0.26,5287.17,0.35
"276","LI S17","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",6,37,5796.57,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,5.4834,-40.8573,-19.0088,31.7728,67.2987,61.9921,87.0457,-10.8912,90.5099,108.5879,-230.6026,-194.4924,-30.7756,-82.7636,62.2058,0.23,-0.57,-0.16,0.19,0.31,0.23,0.28,-0.03,0.22,0.24,-0.46,-0.35,-0.05,-0.13,0.09,0.16,0.88,0.34,0.16,0.08,0.1,0.11,0.35,0.25,0.33,1.01,0.95,0.69,1.14,0.82,0.11,3445.6,0.14
"277","LI S18","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",1,24.5,6346.85,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.8284,-5.4474,29.8396,82.7051,118.2816,126.3833,149.7449,100.6719,163.218,184.5698,-55.7306,-22.4769,79.6485,-3.1589,172.7452,0.5,-0.08,0.25,0.49,0.55,0.48,0.48,0.28,0.4,0.4,-0.11,-0.04,0.13,0,0.25,0.13,1.16,0.47,0.29,0.3,0.43,0.52,0.89,0.92,1.13,2.3,2.26,1.9,2.78,2.1,0.48,5909.22,0.57
"278","LI S18","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",2,29.5,9157.46,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.6354,6.6161,48.7551,86.9497,122.5182,128.237,144.7937,95.3007,166.6233,178.717,-56.5229,-17.2414,73.1113,19.4457,120.4677,0.58,0.09,0.41,0.52,0.57,0.48,0.46,0.26,0.41,0.39,-0.11,-0.03,0.12,0.03,0.17,0.13,1.15,0.37,0.26,0.27,0.43,0.6,1.01,1,1.26,2.34,2.25,1.88,2.69,2.19,0.55,7816.46,0.63
"279","LI S18","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",3,31.5,8945.09,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.9763,12.6723,44.7558,84.6145,118.203,126.6159,145.7276,106.6449,158.4117,169.1837,4.2979,20.9764,87.4077,51.2672,143.6757,0.55,0.18,0.37,0.5,0.55,0.48,0.47,0.3,0.39,0.37,0.01,0.04,0.15,0.08,0.21,0.1,0.8,0.33,0.25,0.26,0.4,0.54,0.9,0.97,1.18,2.04,2.09,1.89,2.47,2.13,0.55,8090.76,0.61
"280","LI S18","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",4,34.5,5259.36,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.6002,-20.605,20.3115,76.8954,120.4402,129.1421,152.4341,101.418,168.0311,177.7215,-40.6813,-29.861,85.5044,31.4281,158.7183,0.45,-0.29,0.17,0.46,0.56,0.49,0.49,0.28,0.41,0.39,-0.08,-0.05,0.14,0.05,0.23,0.19,1.43,0.58,0.36,0.25,0.36,0.42,0.73,0.71,0.89,1.82,1.8,1.53,2.21,1.78,0.46,4442.87,0.57
"281","LI S18","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",5,35.75,7104.94,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.6517,-47.3587,10.3811,77.1281,123.1403,120.2667,146.9194,79.4611,147.8749,164.9071,-158.1939,-109.4067,49.4283,-71.5246,158.1967,0.41,-0.66,0.09,0.46,0.57,0.45,0.47,0.22,0.36,0.36,-0.31,-0.2,0.08,-0.11,0.23,0.22,2.14,0.76,0.44,0.41,0.61,0.7,1.1,1.16,1.36,2.88,2.63,1.91,3.13,1.97,0.27,4395.31,0.39
"282","LI S18","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",6,37,5181.52,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.4333,-15.5511,-7.8802,22.2953,53.3557,57.4958,57.2567,8.705,81.9127,90.1852,-145.293,-93.281,-20.8539,-9.8823,27.3482,0.27,-0.22,-0.07,0.13,0.25,0.22,0.18,0.02,0.2,0.2,-0.29,-0.17,-0.03,-0.02,0.04,0.16,0.67,0.39,0.31,0.23,0.17,0.22,0.31,0.2,0.22,0.65,0.56,0.47,0.66,0.55,0.22,3122.94,0.27
"283","LI S19","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",1,24.5,8742.5,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.5408,29.2457,58.9614,86.1003,109.5873,117.2766,127.9183,101.921,141.8609,150.0263,22.7397,40.0853,89.8483,56.7072,121.4057,0.61,0.41,0.49,0.51,0.51,0.44,0.41,0.28,0.35,0.33,0.04,0.07,0.15,0.09,0.17,0.08,0.51,0.22,0.21,0.26,0.39,0.57,0.84,0.93,1.12,1.75,1.8,1.67,2.16,1.97,0.6,8462.99,0.64
"284","LI S19","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",2,29.5,7636.95,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.792,6.9118,39.697,84.585,121.9655,134.0883,153.6936,111.816,172.103,186.5442,-7.7667,16.922,98.273,31.497,167.7458,0.54,0.1,0.33,0.5,0.56,0.51,0.49,0.31,0.42,0.41,-0.02,0.03,0.16,0.05,0.24,0.11,0.9,0.35,0.2,0.15,0.22,0.32,0.57,0.59,0.76,1.58,1.58,1.39,2.02,1.67,0.55,7298.86,0.62
"285","LI S19","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",3,31.5,7452.41,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.8069,-7.0141,36.202,90.6773,133.0474,143.6404,168.6542,112.5308,186.8988,205.5576,-68.1643,-41.0232,96.079,-27.138,173.8685,0.54,-0.1,0.3,0.54,0.61,0.54,0.54,0.31,0.46,0.45,-0.13,-0.07,0.16,-0.04,0.25,0.14,1.32,0.43,0.21,0.14,0.24,0.32,0.72,0.73,0.95,2.19,2.15,1.69,2.73,1.94,0.53,6885.41,0.63
"286","LI S19","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",4,34.5,8123.36,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.2161,-16.8713,23.6085,77.979,121.6478,135.3233,154.6927,98.1771,176.9867,190.0684,-73.0802,-44.361,75.1361,8.9253,135.2594,0.47,-0.23,0.2,0.46,0.56,0.51,0.49,0.27,0.43,0.42,-0.14,-0.08,0.12,0.01,0.19,0.17,1.25,0.46,0.25,0.15,0.2,0.3,0.62,0.6,0.8,1.83,1.8,1.46,2.18,1.76,0.52,7025.95,0.62
"287","LI S19","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",5,35.75,7084.41,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,8.3151,-16.4427,13.3815,56.2821,90.6516,93.3241,111.8242,64.5212,120.1586,132.1256,-104.9756,-58.8591,39.0578,-67.6097,101.1954,0.35,-0.23,0.11,0.33,0.42,0.35,0.36,0.18,0.29,0.29,-0.21,-0.11,0.06,-0.1,0.14,0.19,1.05,0.56,0.44,0.43,0.54,0.66,0.97,1.03,1.22,2.28,2.12,1.83,2.45,1.99,0.34,5451.26,0.41
"288","LI S19","Low Isles","Back of boat slope to Woody Isle","Reef slope",TRUE,"Low Isles slope pale",6,37,6916.33,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.6254,-76.002,-17.0944,34.2891,81.0392,85.3884,99.6679,1.2702,129.3026,155.4941,-337.9102,-269.6123,-73.843,-228.0036,56.5402,0.28,-1.06,-0.14,0.2,0.37,0.32,0.32,0,0.32,0.34,-0.67,-0.49,-0.12,-0.35,0.08,0.17,1.51,0.38,0.25,0.13,0.12,0.14,0.33,0.13,0.15,1.02,0.81,0.41,0.95,0.45,0.21,5535.82,0.28
"289","LI S20","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",1,24.5,8014.76,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.5343,39.1888,65.7985,84.6226,97.7604,106.0168,106.5525,113.4994,137.0851,130.0223,144.5169,124.8031,113.5095,112.2437,105.6215,0.61,0.55,0.55,0.5,0.45,0.4,0.34,0.31,0.33,0.28,0.29,0.23,0.19,0.17,0.15,0.01,0.11,0.13,0.15,0.24,0.27,0.43,0.51,0.64,0.77,1.01,1.2,1.53,1.64,1.82,0.57,6180.33,0.65
"290","LI S20","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",2,29.5,8630.24,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.4516,38.9614,66.6814,86.7117,103.6843,110.0626,107.9975,115.6434,152.8185,122.6903,146.736,116.4723,91.707,90.45,91.0536,0.61,0.54,0.55,0.51,0.48,0.42,0.34,0.32,0.37,0.27,0.29,0.21,0.15,0.14,0.13,0.01,0.13,0.17,0.15,0.25,0.24,0.42,0.53,0.66,0.91,1.14,1.37,1.84,1.93,2.03,0.55,6596.67,0.67
"291","LI S20","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",3,31.5,9174.28,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.16,37.7887,62.6007,84.2081,104.326,115.5587,122.7512,129.9919,153.6291,138.8583,150.6275,134.0747,134.6755,122.4598,121.2915,0.6,0.53,0.52,0.5,0.48,0.44,0.39,0.36,0.38,0.3,0.3,0.24,0.22,0.19,0.17,0.01,0.11,0.14,0.14,0.19,0.22,0.35,0.47,0.59,0.79,1.01,1.2,1.48,1.64,1.78,0.59,7630.44,0.63
"292","LI S20","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",4,34.5,9306.97,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.7608,35.2265,61.0971,81.2476,100.4074,107.8556,108.9505,120.3651,156.2649,129.9467,152.4828,124.3369,113.6541,101.192,106.7473,0.58,0.49,0.51,0.48,0.46,0.41,0.35,0.33,0.38,0.28,0.3,0.22,0.19,0.16,0.15,0.01,0.14,0.17,0.17,0.25,0.28,0.47,0.56,0.66,0.87,1.05,1.24,1.55,1.65,1.73,0.52,6307.46,0.63
"293","LI S20","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",5,35.75,7268.12,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.3296,27.2417,50.6495,66.2057,78.2978,79.4371,76.9446,79.3731,112.311,86.0023,90.7874,84.5538,73.2013,65.6384,70.7691,0.52,0.38,0.42,0.39,0.36,0.3,0.25,0.22,0.27,0.19,0.18,0.15,0.12,0.1,0.1,0.03,0.23,0.31,0.33,0.52,0.58,0.87,1.06,1.25,1.52,1.84,1.89,2.21,2.25,2.26,0.4,4297.09,0.54
"294","LI S20","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",6,37,6212.35,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.5526,9.2715,22.1222,21.433,12.9537,10.8677,-0.221,-2.8438,27.7141,15.0879,28.4078,-0.1011,0.344,-9.9943,-6.648,0.4,0.13,0.18,0.13,0.06,0.04,0,-0.01,0.07,0.03,0.06,0,0,-0.02,-0.01,-0.03,0.03,0.03,0,0.09,0.02,0.11,0.11,0.15,0.16,0.24,0.29,0.42,0.45,0.49,0.27,3524.44,0.38
"295","LI S21","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",1,24.5,10754.43,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.6293,37.6881,61.7592,79.8066,97.6436,99.008,94.9824,101.9781,130.4937,113.2579,124.1551,106.7879,93.9846,92.3895,91.4771,0.62,0.52,0.51,0.47,0.45,0.37,0.3,0.28,0.32,0.25,0.25,0.19,0.16,0.14,0.13,0.02,0.14,0.18,0.17,0.28,0.35,0.58,0.7,0.84,0.99,1.19,1.32,1.6,1.66,1.75,0.58,8679.83,0.67
"296","LI S21","Low Isles","Back of boat slope to Woody Isle","Reef slope",FALSE,"Low Isles slope",2,29.5,13578.55,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.149,37.9057,60.6124,79.1127,92.033,96.9781,95.5707,96.1231,113.9253,103.1213,107.9022,87.3307,81.1169,76.5146,73.4605,0.6,0.53,0.5,0.47,0.42,0.37,0.31,0.27,0.28,0.23,0.21,0.16,0.13,0.12,0.11,0,0.04,0.05,0.05,0.17,0.27,0.46,0.62,0.76,0.89,1.06,1.19,1.37,1.43,1.51,0.6,11385.48,0.65
